feature_name,feature_family,grain,window,source_table,status,audit_class,implemented_in,match_quality,matched_feature_name,serving_asset,notes
category_market_type_recent_50_abs_bias_q75,历史定价质量,category_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_x_market_type_recent_50_abs_bias_p75,matched_existing_asset,)
category_market_type_recent_50_bias_mean,历史定价质量,category_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_x_market_type_recent_50_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_market_type_recent_50_bias_median,历史定价质量,category_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_x_market_type_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_market_type_recent_50_brier_mean,历史定价质量,category_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_x_market_type_recent_50_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_market_type_recent_50_logloss_mean,历史定价质量,category_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_x_market_type_recent_50_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_market_type_recent_50_logloss_q75,历史定价质量,category_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_x_market_type_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_recent_200_abs_bias_q25,历史定价质量,category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_200_abs_bias_p25,matched_existing_asset,)
category_recent_200_abs_bias_q75,历史定价质量,category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_200_abs_bias_p75,matched_existing_asset,)
category_recent_200_bias_median,历史定价质量,category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_200_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_recent_200_logloss_q75,历史定价质量,category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_200_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_recent_50_abs_bias_q25,历史定价质量,category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_50_abs_bias_p25,matched_existing_asset,)
category_recent_50_abs_bias_q75,历史定价质量,category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_50_abs_bias_p75,matched_existing_asset,)
category_recent_50_bias_median,历史定价质量,category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_recent_50_logloss_q75,历史定价质量,category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_expanding_abs_bias_mean,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_abs_bias_mean,matched_existing_asset,)
domain_category_expanding_abs_bias_q25,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_abs_bias_p25,matched_existing_asset,)
domain_category_expanding_abs_bias_q75,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_abs_bias_p75,matched_existing_asset,)
domain_category_expanding_bias_mean,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_expanding_bias_median,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_expanding_brier_mean,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_expanding_logloss_mean,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_expanding_logloss_q75,历史定价质量,domain_category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_expanding_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_200_abs_bias_mean,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_abs_bias_mean,matched_existing_asset,)
domain_category_recent_200_abs_bias_q25,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_abs_bias_p25,matched_existing_asset,)
domain_category_recent_200_abs_bias_q75,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_abs_bias_p75,matched_existing_asset,)
domain_category_recent_200_bias_mean,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_200_bias_median,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_200_brier_mean,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_200_logloss_mean,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_200_logloss_q75,历史定价质量,domain_category,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_200_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_50_abs_bias_mean,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_abs_bias_mean,matched_existing_asset,)
domain_category_recent_50_abs_bias_q25,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_abs_bias_p25,matched_existing_asset,)
domain_category_recent_50_abs_bias_q75,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_abs_bias_p75,matched_existing_asset,)
domain_category_recent_50_bias_mean,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_50_bias_median,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_50_brier_mean,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_50_logloss_mean,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_category_recent_50_logloss_q75,历史定价质量,domain_category,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_category_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_expanding_abs_bias_q25,历史定价质量,domain,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_expanding_abs_bias_p25,matched_existing_asset,)
domain_expanding_abs_bias_q75,历史定价质量,domain,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_expanding_abs_bias_p75,matched_existing_asset,)
domain_expanding_bias_median,历史定价质量,domain,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_expanding_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_expanding_logloss_q75,历史定价质量,domain,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_expanding_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_expanding_abs_bias_mean,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_abs_bias_mean,matched_existing_asset,)
domain_market_type_expanding_abs_bias_q25,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_abs_bias_p25,matched_existing_asset,)
domain_market_type_expanding_abs_bias_q75,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_abs_bias_p75,matched_existing_asset,)
domain_market_type_expanding_bias_mean,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_expanding_bias_median,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_expanding_brier_mean,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_expanding_logloss_mean,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_expanding_logloss_q75,历史定价质量,domain_market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_expanding_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_200_abs_bias_mean,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_abs_bias_mean,matched_existing_asset,)
domain_market_type_recent_200_abs_bias_q25,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_abs_bias_p25,matched_existing_asset,)
domain_market_type_recent_200_abs_bias_q75,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_abs_bias_p75,matched_existing_asset,)
domain_market_type_recent_200_bias_mean,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_200_bias_median,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_200_brier_mean,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_200_logloss_mean,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_200_logloss_q75,历史定价质量,domain_market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_200_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_50_abs_bias_mean,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_abs_bias_mean,matched_existing_asset,)
domain_market_type_recent_50_abs_bias_q25,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_abs_bias_p25,matched_existing_asset,)
domain_market_type_recent_50_abs_bias_q75,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_abs_bias_p75,matched_existing_asset,)
domain_market_type_recent_50_bias_mean,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_50_bias_median,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_50_brier_mean,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_50_logloss_mean,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_market_type_recent_50_logloss_q75,历史定价质量,domain_market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_x_market_type_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_recent_200_abs_bias_q25,历史定价质量,domain,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_200_abs_bias_p25,matched_existing_asset,)
domain_recent_200_abs_bias_q75,历史定价质量,domain,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_200_abs_bias_p75,matched_existing_asset,)
domain_recent_200_bias_median,历史定价质量,domain,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_200_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_recent_200_logloss_q75,历史定价质量,domain,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_200_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_recent_50_abs_bias_q25,历史定价质量,domain,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_50_abs_bias_p25,matched_existing_asset,)
domain_recent_50_abs_bias_q75,历史定价质量,domain,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_50_abs_bias_p75,matched_existing_asset,)
domain_recent_50_bias_median,历史定价质量,domain,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
domain_recent_50_logloss_q75,历史定价质量,domain,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,domain_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_expanding_abs_bias_mean,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_abs_bias_mean,matched_existing_asset,)
full_group_key_expanding_abs_bias_q25,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_abs_bias_p25,matched_existing_asset,)
full_group_key_expanding_abs_bias_q75,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_abs_bias_p75,matched_existing_asset,)
full_group_key_expanding_bias_mean,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_expanding_bias_median,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_expanding_brier_mean,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_expanding_logloss_mean,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_expanding_logloss_q75,历史定价质量,full_group_key,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_expanding_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_200_abs_bias_mean,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_abs_bias_mean,matched_existing_asset,)
full_group_key_recent_200_abs_bias_q25,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_abs_bias_p25,matched_existing_asset,)
full_group_key_recent_200_abs_bias_q75,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_abs_bias_p75,matched_existing_asset,)
full_group_key_recent_200_bias_mean,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_200_bias_median,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_200_brier_mean,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_200_logloss_mean,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_200_logloss_q75,历史定价质量,full_group_key,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_200_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_50_abs_bias_mean,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_abs_bias_mean,matched_existing_asset,)
full_group_key_recent_50_abs_bias_q25,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_abs_bias_p25,matched_existing_asset,)
full_group_key_recent_50_abs_bias_q75,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_abs_bias_p75,matched_existing_asset,)
full_group_key_recent_50_bias_mean,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_bias_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_50_bias_median,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_50_brier_mean,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_brier_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_50_logloss_mean,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_logloss_mean,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
full_group_key_recent_50_logloss_q75,历史定价质量,full_group_key,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,full_group_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
global_expanding_abs_bias_q25,历史定价质量,global,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_expanding_abs_bias_p25,matched_existing_asset,)
global_expanding_abs_bias_q75,历史定价质量,global,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_expanding_abs_bias_p75,matched_existing_asset,)
global_expanding_bias_median,历史定价质量,global,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_expanding_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
global_expanding_logloss_q75,历史定价质量,global,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_expanding_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
global_recent_200_abs_bias_q25,历史定价质量,global,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_200_abs_bias_p25,matched_existing_asset,)
global_recent_200_abs_bias_q75,历史定价质量,global,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_200_abs_bias_p75,matched_existing_asset,)
global_recent_200_bias_median,历史定价质量,global,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_200_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
global_recent_200_logloss_q75,历史定价质量,global,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_200_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
global_recent_50_abs_bias_q25,历史定价质量,global,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_50_abs_bias_p25,matched_existing_asset,)
global_recent_50_abs_bias_q75,历史定价质量,global,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_50_abs_bias_p75,matched_existing_asset,)
global_recent_50_bias_median,历史定价质量,global,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
global_recent_50_logloss_q75,历史定价质量,global,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,global_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
market_type_expanding_abs_bias_q25,历史定价质量,market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_expanding_abs_bias_p25,matched_existing_asset,)
market_type_expanding_abs_bias_q75,历史定价质量,market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_expanding_abs_bias_p75,matched_existing_asset,)
market_type_expanding_bias_median,历史定价质量,market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_expanding_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
market_type_expanding_logloss_q75,历史定价质量,market_type,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_expanding_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
market_type_recent_200_abs_bias_q25,历史定价质量,market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_200_abs_bias_p25,matched_existing_asset,)
market_type_recent_200_abs_bias_q75,历史定价质量,market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_200_abs_bias_p75,matched_existing_asset,)
market_type_recent_200_bias_median,历史定价质量,market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_200_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
market_type_recent_200_logloss_q75,历史定价质量,market_type,recent_200,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_200_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
market_type_recent_50_abs_bias_q25,历史定价质量,market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_50_abs_bias_p25,matched_existing_asset,)
market_type_recent_50_abs_bias_q75,历史定价质量,market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_50_abs_bias_p75,matched_existing_asset,)
market_type_recent_50_bias_median,历史定价质量,market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_50_bias_p50,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
market_type_recent_50_logloss_q75,历史定价质量,market_type,recent_50,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,market_type_recent_50_logloss_p75,matched_existing_asset,必须严格只用当前样本之前已 resolved 的历史
category_expanding_abs_bias_q90,稳定性/尾部/不确定性,category,expanding,blueprint,implemented_approximate,D_duplicate_or_merge,blueprint_alias_match,approximate,category_expanding_abs_bias_p90,matched_existing_asset,)
